date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:34:06	17620/17620	---M--	200	added ('OK')	image/png	etag:%22612f0b68-44d4%22	https://nuvei.com/wp-content/uploads/2020/11/five.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2020/11/five.png	(from https://nuvei.com/insights/articles/everything-you-need-to-know-about-3ds2-psd2-and-sca/)
19:34:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:34:08%20GMT	https://nuvei.com/en-ca/insights/articles/how-customer-success-works/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-ca/insights/articles/how-customer-success-works/index.html	(from https://nuvei.com/insights/articles/how-customer-success-works/)
19:34:06	2672/2672	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:34:08%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Finsights%2Farticles%2Fhow-customer-success-works%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed0731.json	(from https://nuvei.com/insights/articles/how-customer-success-works/)
19:34:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:34:08%20GMT	https://nuvei.com/?p=11121	C:/My%20Web%20Sites/nuvei/nuvei.com/indexde18.html	(from https://nuvei.com/insights/articles/how-customer-success-works/)
19:34:07	877/877	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%229903804b068836278696fbaf466187f1-gzip%22	https://nuvei.com/insights/articles/how-customer-success-works/feed/	C:/My%20Web%20Sites/nuvei/nuvei.com/insights/articles/how-customer-success-works/feed/index.html	(from https://nuvei.com/insights/articles/how-customer-success-works/)
19:34:07	2794/2794	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:34:09%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Finsights%2Farticles%2Fhow-customer-success-works%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed1885	(from https://nuvei.com/insights/articles/how-customer-success-works/)
19:34:08	16127/16127	---M--	200	added ('OK')	image/png	etag:%22612f0b68-3eff%22	https://nuvei.com/wp-content/uploads/2020/11/Customer-Success-Triangle-1.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2020/11/Customer-Success-Triangle-1.png	(from https://nuvei.com/insights/articles/how-customer-success-works/)
19:34:08	305193/305193	---M--	200	added ('OK')	image/jpeg	etag:%22612f0b69-4a829%22	https://nuvei.com/wp-content/uploads/2020/11/Customer-Success-1-1.jpg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2020/11/Customer-Success-1-1.jpg	(from https://nuvei.com/insights/articles/how-customer-success-works/)
19:34:08	178483/178483	---M--	200	added ('OK')	image/png	etag:%22612f0b68-2b933%22	https://nuvei.com/wp-content/uploads/2020/11/Ilya-Headshot-1.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2020/11/Ilya-Headshot-1.png	(from https://nuvei.com/insights/articles/how-customer-success-works/)
19:34:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:34:10%20GMT	https://nuvei.com/en-ca/insights/articles/why-consolidated-multi-acquiring-makes-a-tangible-difference-to-your-bottom-line/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-ca/insights/articles/why-consolidated-multi-acquiring-makes-a-tangible-difference-to-your-bottom-line/index.html	(from https://nuvei.com/insights/articles/why-consolidated-multi-acquiring-makes-a-tangible-difference-to-your-bottom-line/)
19:34:09	2798/2798	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:34:10%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Finsights%2Farticles%2Fwhy-consolidated-multi-acquiring-makes-a-tangible-difference-to-your-bottom-line%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embedceae.json	(from https://nuvei.com/insights/articles/why-consolidated-multi-acquiring-makes-a-tangible-difference-to-your-bottom-line/)
19:34:09	987/987	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22ddb1f43a2eada1cac9828ef33bf48f4f-gzip%22	https://nuvei.com/insights/articles/why-consolidated-multi-acquiring-makes-a-tangible-difference-to-your-bottom-line/feed/	C:/My%20Web%20Sites/nuvei/nuvei.com/insights/articles/why-consolidated-multi-acquiring-makes-a-tangible-difference-to-your-bottom-line/feed/index.html	(from https://nuvei.com/insights/articles/why-consolidated-multi-acquiring-makes-a-tangible-difference-to-your-bottom-line/)
19:34:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:34:11%20GMT	https://nuvei.com/?p=11109	C:/My%20Web%20Sites/nuvei/nuvei.com/index7197.html	(from https://nuvei.com/insights/articles/why-consolidated-multi-acquiring-makes-a-tangible-difference-to-your-bottom-line/)
19:34:10	2920/2920	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:34:11%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Finsights%2Farticles%2Fwhy-consolidated-multi-acquiring-makes-a-tangible-difference-to-your-bottom-line%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed4fae	(from https://nuvei.com/insights/articles/why-consolidated-multi-acquiring-makes-a-tangible-difference-to-your-bottom-line/)
19:34:12	215513/215513	---M--	200	added ('OK')	image/png	etag:%22612f0b68-349d9%22	https://nuvei.com/wp-content/uploads/2020/10/Praful-Morar.png	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2020/10/Praful-Morar.png	(from https://nuvei.com/insights/articles/why-consolidated-multi-acquiring-makes-a-tangible-difference-to-your-bottom-line/)
19:34:12	704522/704522	---M--	200	added ('OK')	image/jpeg	etag:%22612f0b69-ac00a%22	https://nuvei.com/wp-content/uploads/2020/11/Banner-image.jpg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2020/11/Banner-image.jpg	(from https://nuvei.com/insights/articles/why-consolidated-multi-acquiring-makes-a-tangible-difference-to-your-bottom-line/)
19:34:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:34:13%20GMT	https://nuvei.com/en-us/features/global-acquiring/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-us/features/global-acquiring/index.html	(from https://nuvei.com/insights/articles/why-consolidated-multi-acquiring-makes-a-tangible-difference-to-your-bottom-line/)
19:34:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:34:12%20GMT	https://nuvei.com/en-us/features/revenue-optimization/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-us/features/revenue-optimization/index.html	(from https://nuvei.com/insights/articles/why-consolidated-multi-acquiring-makes-a-tangible-difference-to-your-bottom-line/)
19:34:13	184092/184092	---M--	200	added ('OK')	image/jpeg	etag:%22612f0b68-2cf1c%22	https://nuvei.com/wp-content/uploads/2020/09/Philip-Fayer-CEO-Nuvei-Technologies-Corporation-Small.jpg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2020/09/Philip-Fayer-CEO-Nuvei-Technologies-Corporation-Small.jpg	(from https://nuvei.com/category/insights/articles/page/4/)
19:34:14	104129/104129	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:34:15%20GMT	https://nuvei.com/category/insights/articles/page/5/	C:/My%20Web%20Sites/nuvei/nuvei.com/category/insights/articles/page/5/index.html	(from https://nuvei.com/category/insights/articles/page/4/)
19:34:14	108024/108024	---MCZ	200	added ('OK')	text/html	date:Wed,%2008%20Sep%202021%2011:34:15%20GMT	https://nuvei.com/insights/articles/a-letter-from-philip-fayer-nuveis-founder-chairman-and-ceo/	C:/My%20Web%20Sites/nuvei/nuvei.com/insights/articles/a-letter-from-philip-fayer-nuveis-founder-chairman-and-ceo/index.html	(from https://nuvei.com/category/insights/articles/page/4/)
19:34:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:34:14%20GMT	https://nuvei.com/en-ca/category/insights/articles/page/5/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-ca/category/insights/articles/page/5/index.html	(from https://nuvei.com/category/insights/articles/page/4/)
19:34:14	3061/3061	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:34:16%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-to-acquire-simplex-a-payment-solution-provider-to-the-cryptocurrency-industry%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embedb687.json	(from https://nuvei.com/company/press-releases/nuvei-to-acquire-simplex-a-payment-solution-provider-to-the-cryptocurrency-industry/)
19:34:14	1007/1007	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22421310482e3a2057b692a04b2e7eb1e0-gzip%22	https://nuvei.com/company/press-releases/nuvei-to-acquire-simplex-a-payment-solution-provider-to-the-cryptocurrency-industry/feed/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/press-releases/nuvei-to-acquire-simplex-a-payment-solution-provider-to-the-cryptocurrency-industry/feed/index.html	(from https://nuvei.com/company/press-releases/nuvei-to-acquire-simplex-a-payment-solution-provider-to-the-cryptocurrency-industry/)
19:34:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:34:16%20GMT	https://nuvei.com/?p=29467	C:/My%20Web%20Sites/nuvei/nuvei.com/index2def.html	(from https://nuvei.com/company/press-releases/nuvei-to-acquire-simplex-a-payment-solution-provider-to-the-cryptocurrency-industry/)
19:34:15	3197/3197	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:34:16%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-to-acquire-simplex-a-payment-solution-provider-to-the-cryptocurrency-industry%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed5fc7	(from https://nuvei.com/company/press-releases/nuvei-to-acquire-simplex-a-payment-solution-provider-to-the-cryptocurrency-industry/)
19:34:16	626220/626220	---M--	200	added ('OK')	image/jpeg	etag:%22612f0b64-98e2c%22	https://nuvei.com/wp-content/uploads/2021/05/Crypto.jpg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/05/Crypto.jpg	(from https://nuvei.com/company/press-releases/nuvei-to-acquire-simplex-a-payment-solution-provider-to-the-cryptocurrency-industry/)
19:34:16	1167/1167	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2230af78c4d8ddee8723afd586e0a5b29d-gzip%22	https://nuvei.com/company/press-releases/montreal-headquartered-payment-technology-firm-donates-100000-to-the-nonprofit-to-aid-quebec-children-and-teens-who-have-experienced-sexual-and-physical-abuse/feed/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/press-releases/montreal-headquartered-payment-technology-firm-donates-100000-to-the-nonprofit-to-aid-quebec-children-and-teens-who-have-experienced-sexual-and-physical-abuse/feed/index.html	(from https://nuvei.com/company/press-releases/montreal-headquartered-payment-technology-firm-donates-100000-to-the-nonprofit-to-aid-quebec-children-and-teens-who-have-experienced-sexual-and-physical-abuse/)
19:34:16	3165/3165	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:34:18%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fmontreal-headquartered-payment-technology-firm-donates-100000-to-the-nonprofit-to-aid-quebec-children-and-teens-who-have-experienced-sexual-and-physical-abuse%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed915b.json	(from https://nuvei.com/company/press-releases/montreal-headquartered-payment-technology-firm-donates-100000-to-the-nonprofit-to-aid-quebec-children-and-teens-who-have-experienced-sexual-and-physical-abuse/)
19:34:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:34:18%20GMT	https://nuvei.com/?p=29441	C:/My%20Web%20Sites/nuvei/nuvei.com/indexcce9.html	(from https://nuvei.com/company/press-releases/montreal-headquartered-payment-technology-firm-donates-100000-to-the-nonprofit-to-aid-quebec-children-and-teens-who-have-experienced-sexual-and-physical-abuse/)
19:34:17	3297/3297	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:34:19%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fmontreal-headquartered-payment-technology-firm-donates-100000-to-the-nonprofit-to-aid-quebec-children-and-teens-who-have-experienced-sexual-and-physical-abuse%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed330f	(from https://nuvei.com/company/press-releases/montreal-headquartered-payment-technology-firm-donates-100000-to-the-nonprofit-to-aid-quebec-children-and-teens-who-have-experienced-sexual-and-physical-abuse/)
19:34:18	163723/163723	---M--	200	added ('OK')	image/jpeg	etag:%22612f0b64-27f8b%22	https://nuvei.com/wp-content/uploads/2021/05/children-playing-header.jpg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/05/children-playing-header.jpg	(from https://nuvei.com/company/press-releases/montreal-headquartered-payment-technology-firm-donates-100000-to-the-nonprofit-to-aid-quebec-children-and-teens-who-have-experienced-sexual-and-physical-abuse/)
19:34:18	961/961	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%225b8cff8789dce405e9c9faadb599ea8f-gzip%22	https://nuvei.com/company/press-releases/wargaming-selects-nuvei-to-enhance-payments-offering-in-asia-pacific/feed/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/press-releases/wargaming-selects-nuvei-to-enhance-payments-offering-in-asia-pacific/feed/index.html	(from https://nuvei.com/company/press-releases/wargaming-selects-nuvei-to-enhance-payments-offering-in-asia-pacific/)
19:34:18	2902/2902	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:34:20%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fwargaming-selects-nuvei-to-enhance-payments-offering-in-asia-pacific%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed18f7.json	(from https://nuvei.com/company/press-releases/wargaming-selects-nuvei-to-enhance-payments-offering-in-asia-pacific/)
19:34:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:34:20%20GMT	https://nuvei.com/?p=29391	C:/My%20Web%20Sites/nuvei/nuvei.com/indexc2a1.html	(from https://nuvei.com/company/press-releases/wargaming-selects-nuvei-to-enhance-payments-offering-in-asia-pacific/)
19:34:19	3036/3036	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:34:20%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fwargaming-selects-nuvei-to-enhance-payments-offering-in-asia-pacific%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed94ae	(from https://nuvei.com/company/press-releases/wargaming-selects-nuvei-to-enhance-payments-offering-in-asia-pacific/)
19:34:20	61383/61383	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2008%20Sep%202021%2011:34:22%20GMT	https://nuvei.com/company/press-releases/wargaming-selects-nuvei-to-enhance-payments-offering-in-asia-pacific/blank	C:/My%20Web%20Sites/nuvei/nuvei.com/company/press-releases/wargaming-selects-nuvei-to-enhance-payments-offering-in-asia-pacific/blank	(from https://nuvei.com/company/press-releases/wargaming-selects-nuvei-to-enhance-payments-offering-in-asia-pacific/)
19:34:20	595890/595890	---M--	200	added ('OK')	image/jpeg	etag:%22612f0b64-917b2%22	https://nuvei.com/wp-content/uploads/2021/05/Online-Gaming-Header.jpg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/05/Online-Gaming-Header.jpg	(from https://nuvei.com/company/press-releases/wargaming-selects-nuvei-to-enhance-payments-offering-in-asia-pacific/)
19:34:21	2864/2864	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:34:22%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-corporation-to-announce-first-quarter-2021-results-on-may-10-2021%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embeddc84.json	(from https://nuvei.com/company/press-releases/nuvei-corporation-to-announce-first-quarter-2021-results-on-may-10-2021/)
19:34:21	971/971	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22e1740ab118fe52dde4be96f01267b56a-gzip%22	https://nuvei.com/company/press-releases/nuvei-corporation-to-announce-first-quarter-2021-results-on-may-10-2021/feed/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/press-releases/nuvei-corporation-to-announce-first-quarter-2021-results-on-may-10-2021/feed/index.html	(from https://nuvei.com/company/press-releases/nuvei-corporation-to-announce-first-quarter-2021-results-on-may-10-2021/)
19:34:22	2996/2996	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:34:23%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-corporation-to-announce-first-quarter-2021-results-on-may-10-2021%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed5ad6	(from https://nuvei.com/company/press-releases/nuvei-corporation-to-announce-first-quarter-2021-results-on-may-10-2021/)
19:34:22	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:34:23%20GMT	https://nuvei.com/?p=29352	C:/My%20Web%20Sites/nuvei/nuvei.com/indexf398.html	(from https://nuvei.com/company/press-releases/nuvei-corporation-to-announce-first-quarter-2021-results-on-may-10-2021/)
19:34:23	2990/2990	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:34:24%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-to-acquire-mazooma-a-u-s-focused-gaming-and-sports-wagering-payment-technology-provider%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed8112.json	(from https://nuvei.com/company/press-releases/nuvei-to-acquire-mazooma-a-u-s-focused-gaming-and-sports-wagering-payment-technology-provider/)
19:34:23	1038/1038	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2276dc5db5ace2324c0a23f955703d8680-gzip%22	https://nuvei.com/company/press-releases/nuvei-to-acquire-mazooma-a-u-s-focused-gaming-and-sports-wagering-payment-technology-provider/feed/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/press-releases/nuvei-to-acquire-mazooma-a-u-s-focused-gaming-and-sports-wagering-payment-technology-provider/feed/index.html	(from https://nuvei.com/company/press-releases/nuvei-to-acquire-mazooma-a-u-s-focused-gaming-and-sports-wagering-payment-technology-provider/)
19:34:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:34:25%20GMT	https://nuvei.com/?p=29056	C:/My%20Web%20Sites/nuvei/nuvei.com/indexbfe0.html	(from https://nuvei.com/company/press-releases/nuvei-to-acquire-mazooma-a-u-s-focused-gaming-and-sports-wagering-payment-technology-provider/)
19:34:23	3122/3122	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:34:25%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-to-acquire-mazooma-a-u-s-focused-gaming-and-sports-wagering-payment-technology-provider%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embedbcf0	(from https://nuvei.com/company/press-releases/nuvei-to-acquire-mazooma-a-u-s-focused-gaming-and-sports-wagering-payment-technology-provider/)
19:34:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:34:26%20GMT	https://nuvei.com/en-ca/company/press-releases/nuvei-joins-the-canadian-gaming-association/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-ca/company/press-releases/nuvei-joins-the-canadian-gaming-association/index.html	(from https://nuvei.com/company/press-releases/nuvei-joins-the-canadian-gaming-association/)
19:34:24	2787/2787	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:34:26%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-joins-the-canadian-gaming-association%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed8e91.json	(from https://nuvei.com/company/press-releases/nuvei-joins-the-canadian-gaming-association/)
19:34:24	886/886	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%221d07d01f698e7d1551ca558e7aa851eb-gzip%22	https://nuvei.com/company/press-releases/nuvei-joins-the-canadian-gaming-association/feed/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/press-releases/nuvei-joins-the-canadian-gaming-association/feed/index.html	(from https://nuvei.com/company/press-releases/nuvei-joins-the-canadian-gaming-association/)
19:34:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:34:26%20GMT	https://nuvei.com/?p=25900	C:/My%20Web%20Sites/nuvei/nuvei.com/index177a.html	(from https://nuvei.com/company/press-releases/nuvei-joins-the-canadian-gaming-association/)
19:34:25	2919/2919	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:34:27%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-joins-the-canadian-gaming-association%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed72ef	(from https://nuvei.com/company/press-releases/nuvei-joins-the-canadian-gaming-association/)
19:34:26	545167/545167	---M--	200	added ('OK')	image/jpeg	etag:%22612f0b65-8518f%22	https://nuvei.com/wp-content/uploads/2021/04/header-Gaming-Canada.jpg	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-content/uploads/2021/04/header-Gaming-Canada.jpg	(from https://nuvei.com/company/press-releases/nuvei-joins-the-canadian-gaming-association/)
19:34:26	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:34:28%20GMT	https://nuvei.com/en-ca/company/press-releases/nuvei-adds-payment-solution-for-nearly-40-cryptocurrencies/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-ca/company/press-releases/nuvei-adds-payment-solution-for-nearly-40-cryptocurrencies/index.html	(from https://nuvei.com/company/press-releases/nuvei-adds-payment-solution-for-nearly-40-cryptocurrencies/)
19:34:26	2859/2859	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:34:28%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-adds-payment-solution-for-nearly-40-cryptocurrencies%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embedcbcc.json	(from https://nuvei.com/company/press-releases/nuvei-adds-payment-solution-for-nearly-40-cryptocurrencies/)
19:34:27	931/931	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22ef39a26bf1ce1b317f78cb8f710788d6-gzip%22	https://nuvei.com/company/press-releases/nuvei-adds-payment-solution-for-nearly-40-cryptocurrencies/feed/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/press-releases/nuvei-adds-payment-solution-for-nearly-40-cryptocurrencies/feed/index.html	(from https://nuvei.com/company/press-releases/nuvei-adds-payment-solution-for-nearly-40-cryptocurrencies/)
19:34:27	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:34:28%20GMT	https://nuvei.com/?p=25840	C:/My%20Web%20Sites/nuvei/nuvei.com/index6a3a.html	(from https://nuvei.com/company/press-releases/nuvei-adds-payment-solution-for-nearly-40-cryptocurrencies/)
19:34:27	2993/2993	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:34:29%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-adds-payment-solution-for-nearly-40-cryptocurrencies%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embede242	(from https://nuvei.com/company/press-releases/nuvei-adds-payment-solution-for-nearly-40-cryptocurrencies/)
19:34:29	2828/2828	---MCZ	200	added ('OK')	application/json	date:Wed,%2008%20Sep%202021%2011:34:29%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-to-participate-in-upcoming-investor-conferences-march-2021%2F	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed6213.json	(from https://nuvei.com/company/press-releases/nuvei-to-participate-in-upcoming-investor-conferences-march-2021/)
19:34:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:34:29%20GMT	https://nuvei.com/en-ca/company/press-releases/nuvei-to-participate-in-upcoming-investor-conferences-march-2021/	C:/My%20Web%20Sites/nuvei/nuvei.com/en-ca/company/press-releases/nuvei-to-participate-in-upcoming-investor-conferences-march-2021/index.html	(from https://nuvei.com/company/press-releases/nuvei-to-participate-in-upcoming-investor-conferences-march-2021/)
19:34:29	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2008%20Sep%202021%2011:34:30%20GMT	https://nuvei.com/?p=24966	C:/My%20Web%20Sites/nuvei/nuvei.com/index4c9a.html	(from https://nuvei.com/company/press-releases/nuvei-to-participate-in-upcoming-investor-conferences-march-2021/)
19:34:29	938/938	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%228f2631fa074e10b055341d185949df8e-gzip%22	https://nuvei.com/company/press-releases/nuvei-to-participate-in-upcoming-investor-conferences-march-2021/feed/	C:/My%20Web%20Sites/nuvei/nuvei.com/company/press-releases/nuvei-to-participate-in-upcoming-investor-conferences-march-2021/feed/index.html	(from https://nuvei.com/company/press-releases/nuvei-to-participate-in-upcoming-investor-conferences-march-2021/)
19:34:30	2964/2964	---MCZ	200	added ('OK')	text/xml	date:Wed,%2008%20Sep%202021%2011:34:32%20GMT	https://nuvei.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnuvei.com%2Fcompany%2Fpress-releases%2Fnuvei-to-participate-in-upcoming-investor-conferences-march-2021%2F&format=xml	C:/My%20Web%20Sites/nuvei/nuvei.com/wp-json/oembed/1.0/embed1dd6	(from https://nuvei.com/company/press-releases/nuvei-to-participate-in-upcoming-investor-conferences-march-2021/)
